,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1306291618417381378,1306291618417381378,1600279166000.0,2020-09-17 00:59:26,+0700,,".@PressSec @KayleighMcEnany's closing comments at today's White House Press Briefing are 🔥🔥🔥🔥, calling out the press corps for not a single question about yesterday's signing of the #AbrahamAccords and how, when they do cover it, it's been downplayed.  https://t.co/s9BUSnB1D6",en,['abrahamaccords'],[],40604613,40604613,CurtisHouck,Curtis Houck,4,00,https://twitter.com/CurtisHouck/status/1306291618417381378,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1306291583818649600/pu/img/Jr6gGUOPOC_HvcMP.jpg,False,2039,296,528,,#AbrahamAccords,,,,,,,[],,,,
1,1306375863651504138,1306375863651504138,1600299251000.0,2020-09-17 06:34:11,+0700,,WH Sr Advisor @jaredkushner told me he’s ‘very confident’ Trump's Mideast peace deals make resolution with Palestinians ‘more likely’. #AbrahamAccords #outnumberedot #jaredkushner  https://t.co/c4RVYB3Efb,en,"['abrahamaccords', 'outnumberedot', 'jaredkushner']",[],18313747,18313747,HARRISFAULKNER,HARRISFAULKNER,4,06,https://twitter.com/HARRISFAULKNER/status/1306375863651504138,['https://www.foxnews.com/world/jared-kushner-trump-peace-agreements-resolution-palestinians'],[],0,,False,1429,1036,232,,#AbrahamAccords,,,,,,,[],,,,
2,1306554439558483969,1306554439558483969,1600341827000.0,2020-09-17 18:23:47,+0700,,"The BBC and the Premier League have banned BLM Inc bc of their anti-semitism, opposition to Israel. If the governments of Bahrain and UAE can support Israel shouldn't America's sports leagues? Why are we being quiet about supporting anti-semitism in the USA? #AbrahamAccords",en,['abrahamaccords'],[],138809881,138809881,mschlapp,Matt Schlapp,4,18,https://twitter.com/mschlapp/status/1306554439558483969,[],[],0,,False,1390,57,466,,#AbrahamAccords,,,,,,,[],,,,
3,1306451585380171776,1306451585380171776,1600317305000.0,2020-09-17 11:35:05,+0700,,"It’s absolutely outrageous how many media outlets have ignored, minimized or scoffed at the magnitude of the #AbrahamAccords peace deals — the first Arab-Israel peace agreements in 26 years. Yet this is exactly why I launched @all_israel_news, to report the news others won’t.",en,['abrahamaccords'],[],201389881,201389881,JoelCRosenberg,Joel C. Rosenberg,4,11,https://twitter.com/JoelCRosenberg/status/1306451585380171776,[],[],0,,False,370,12,84,https://twitter.com/DailyCaller/status/1306340049823432716,#AbrahamAccords,,,,,,,[],,,,
4,1306541229455405057,1306541229455405057,1600338678000.0,2020-09-17 17:31:18,+0700,,#TRUMP E #NETANYAHU: SCACCO ALL'#IRAN SENZA SPARARE UN COLPO TRANNE QUELLO DI GENIO  Vittoria diplomatica senza eguali di @realDonaldTrump. Siglati ieri a #Washington gli #AbrahamAccords per la normalizzazione dei rapporti tra #Emirati-#Bahrein e #Israele.  https://t.co/5euirhOl9S,it,"['trump', 'netanyahu', 'iran', 'washington', 'abrahamaccords', 'emirati', 'bahrein', 'israele']",[],3155682418,3155682418,ChiodiDonatella,Donatella Chiodi,4,17,https://twitter.com/ChiodiDonatella/status/1306541229455405057,['https://ofcs.report/internazionale/accordi-di-abramo-trump-netanyahu-scacco-alliran/'],[],0,,False,220,28,116,,#AbrahamAccords,,,,,,,[],,,,
5,1306312645218361344,1306312645218361344,1600284179000.0,2020-09-17 02:22:59,+0700,,Good meeting with UAE Minister of State for Financial Affairs Al Tayer to discuss the #AbrahamAccords and strong economic and security relationship between the US and UAE.  https://t.co/PeWse4tnq6  https://t.co/7znJ45ntDj,en,['abrahamaccords'],[],799764016885329921,799764016885329921,stevenmnuchin1,Steven Mnuchin,4,02,https://twitter.com/stevenmnuchin1/status/1306312645218361344,['https://home.treasury.gov/news/press-releases/sm1125'],['https://pbs.twimg.com/media/EiD0bObXYAoZTN-.jpg'],1,https://pbs.twimg.com/media/EiD0bObXYAoZTN-.jpg,False,215,54,41,,#AbrahamAccords,,,,,,,[],,,,
6,1306367890027884544,1306367890027884544,1600297350000.0,2020-09-17 06:02:30,+0700,,"Hi @JohnKerry, I think you meant ‘explosion’ of peace, right? #AbrahamAccords  https://t.co/smrYhgu1QZ",en,['abrahamaccords'],[],351120282,351120282,Ostrov_A,Arsen Ostrovsky,4,06,https://twitter.com/Ostrov_A/status/1306367890027884544,[],['https://pbs.twimg.com/media/EiEmqxIWoAIRiD2.jpg'],1,https://pbs.twimg.com/media/EiEmqxIWoAIRiD2.jpg,False,156,6,35,,#AbrahamAccords,,,,,,,[],,,,
7,1306473847965847553,1306473847965847553,1600322613000.0,2020-09-17 13:03:33,+0700,,"When even the #Saudis lead their coverage with celebration of the #AbrahamAccords, you know the dominoes of peace are coming together! #Israel #UAE #Bahrain  https://t.co/ExVnJy4rci",en,"['saudis', 'abrahamaccords', 'israel', 'uae', 'bahrain']",[],351120282,351120282,Ostrov_A,Arsen Ostrovsky,4,13,https://twitter.com/Ostrov_A/status/1306473847965847553,[],['https://pbs.twimg.com/media/EiGHCWLWoAAF_f9.jpg'],1,https://pbs.twimg.com/media/EiGHCWLWoAAF_f9.jpg,False,150,2,37,,#AbrahamAccords,,,,,,,[],,,,
8,1306295311736868864,1306295311736868864,1600280046000.0,2020-09-17 01:14:06,+0700,,"#Gravitas | Just before the elections, @realDonaldTrump has pulled off a big foreign policy win. Bahrain &amp; the UAE have normalised ties with Israel. Palestine has called this a betrayal. @palkisu tells you how the #AbrahamAccords is enabling a big shift in West Asia  @netanyahu  https://t.co/ql4g49yOHl",en,"['gravitas', 'abrahamaccords']",[],711760467383877632,711760467383877632,WIONews,WION,4,01,https://twitter.com/WIONews/status/1306295311736868864,[],[],1,https://pbs.twimg.com/media/EiDjCVmUYAAWx4_.jpg,False,132,4,19,,#AbrahamAccords,,,,,,,[],,,,
9,1306586291828449283,1306586291828449283,1600349421000.0,2020-09-17 20:30:21,+0700,,India welcomes #AbrahamAccords &amp; normalization of ties between 🇮🇱🇦🇪🇧🇭  https://t.co/uoPMc4GJjo,en,['abrahamaccords'],[],17670329,17670329,sidhant,Sidhant Sibal,4,20,https://twitter.com/sidhant/status/1306586291828449283,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1306585864156319746/pu/img/PwN4XryZoRFqWHDy.jpg,False,109,2,15,,#AbrahamAccords,,,,,,,[],,,,
10,1306357507330318336,1306357507330318336,1600294875000.0,2020-09-17 05:21:15,+0700,,"It has been so heartening to see people from the Bahrain (and UAE) condemn the Hamas rocket attacks from last night (during #AbrahamAccords signing). This is how real allies and friends act, we stand up for each other and show solidarity in times of need!",en,['abrahamaccords'],[],351120282,351120282,Ostrov_A,Arsen Ostrovsky,4,05,https://twitter.com/Ostrov_A/status/1306357507330318336,[],[],0,,False,107,4,20,https://twitter.com/GabeGroisman/status/1306183924046008320,#AbrahamAccords,,,,,,,[],,,,
11,1306285694764167169,1306285694764167169,1600277753000.0,2020-09-17 00:35:53,+0700,,I never thought I'd see something like that... 🕊 #AbrahamAccords  https://t.co/NP9tS58W7f,en,['abrahamaccords'],[],1064887197713743875,1064887197713743875,InbarCohen13,Inbar Cohen,4,00,https://twitter.com/InbarCohen13/status/1306285694764167169,[],"['https://pbs.twimg.com/media/EiDb6GKXgAE2fFw.jpg', 'https://pbs.twimg.com/media/EiDb6kHXgAMmHzh.jpg']",1,https://pbs.twimg.com/media/EiDb6GKXgAE2fFw.jpg,False,107,3,17,,#AbrahamAccords,,,,,,,[],,,,
12,1306463480355205120,1306463480355205120,1600320141000.0,2020-09-17 12:22:21,+0700,,The #AbrahamAccords are a 'beacon of hope' says #Emirati author @omaralbusaidy following @WhiteHouse Signing Ceremony. Now imagine we also developed a vaccine together.. 🇦🇪🇮🇱  https://t.co/9MYh4aOtdV,en,"['abrahamaccords', 'emirati']",[],153908352,153908352,michaldivon,Michal Divon מיכל דיבון ميخال ديفون,4,12,https://twitter.com/michaldivon/status/1306463480355205120,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1306460120684154880/pu/img/wET8ybRd2xEPGBKZ.jpg,False,104,4,32,,#AbrahamAccords,,,,,,,[],,,,
13,1306415131514073088,1306415131514073088,1600308614000.0,2020-09-17 09:10:14,+0700,,"The #AbrahamAccords aren't just a photo op and business ventures in the region. These agreements represent the beginning of a massive realignment in the Middle East, which is still at its beginning. #TheChoice Americans will make in November will either make it happen, or not.",en,"['abrahamaccords', 'thechoice']",[],37535548,37535548,WalidPhares,Walid Phares,4,09,https://twitter.com/WalidPhares/status/1306415131514073088,[],[],0,,False,96,4,32,,#AbrahamAccords,,,,,,,[],,,,
14,1306461207336038400,1306461207336038400,1600319599000.0,2020-09-17 12:13:19,+0700,,"Peace deals are signed by politicians.  Peace is enjoyed by peoples.   If you can’t get over your feelings about the politicians to see the welcome realization of peace for ordinary people, then you’re missing the point. 🕊  #AbrahamAccords",en,['abrahamaccords'],[],16671007,16671007,michaeldickson,Michael Dickson,4,12,https://twitter.com/michaeldickson/status/1306461207336038400,[],[],0,,False,77,2,14,,#AbrahamAccords,,,,,,,[],,,,
